primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
87,1251,417
951,1252,418
957,1253,418
83,1254,418
30,1255,419
948,1256,419
31,1257,419
1009,1258,420
1029,1259,420
978,1260,420
947,1261,421
995,1262,421
27,1263,421
81,1264,422
997,1265,422
82,1266,422
80,1267,423
1004,1268,423
81,1269,423
112,1270,424
1018,1271,424
996,1272,424
955,1273,425
1017,1274,425
96,1275,425
985,1276,426
1008,1277,426
958,1278,426
977,1279,427
1007,1280,427
980,1281,427
26,1282,428
947,1283,428
27,1284,428
951,1285,429
985,1286,429
958,1287,429
948,1288,430
961,1289,430
31,1290,430
1016,1291,431
1042,1292,431
990,1293,431
951,1294,432
958,1295,432
957,1296,432
107,1297,433
956,1298,433
108,1299,433
972,1300,434
998,1301,434
975,1302,434
101,1303,435
949,1304,435
102,1305,435
103,1306,436
940,1307,436
104,1308,436
105,1309,437
943,1310,437
106,1311,437
965,1312,438
966,1313,438
963,1314,438
29,1315,439
988,1316,439
30,1317,439
117,1318,440
941,1319,440
118,1320,440
1018,1321,441
1032,1322,441
996,1323,441
965,1324,442
968,1325,442
966,1326,442
973,1327,443
981,1328,443
970,1329,443
91,1330,444
942,1331,444
92,1332,444
84,1333,445
959,1334,445
85,1335,445
115,1336,446
939,1337,446
116,1338,446
968,1339,447
969,1340,447
966,1341,447
942,1342,448
963,1343,448
962,1344,448
93,1345,449
944,1346,449
94,1347,449
972,1348,450
975,1349,450
974,1350,450
942,1351,451
962,1352,451
92,1353,451
959,1354,452
960,1355,452
85,1356,452
939,1357,453
984,1358,453
116,1359,453
1001,1360,454
1015,1361,454
974,1362,454
939,1363,455
987,1364,455
984,1365,455
977,1366,456
978,1367,456
967,1368,456
969,1369,457
972,1370,457
971,1371,457
969,1372,458
970,1373,458
966,1374,458
113,1375,459
950,1376,459
114,1377,459
950,1378,460
1060,1379,460
1016,1380,460
949,1381,461
1011,1382,461
102,1383,461
973,1384,462
982,1385,462
981,1386,462
115,1387,463
986,1388,463
939,1389,463
112,1390,464
996,1391,464
113,1392,464
972,1393,465
974,1394,465
971,1395,465
975,1396,466
1000,1397,466
974,1398,466
95,1399,467
955,1400,467
96,1401,467
971,1402,468
973,1403,468
970,1404,468
90,1405,469
1005,1406,469
91,1407,469
1000,1408,470
1001,1409,470
974,1410,470
987,1411,471
989,1412,471
984,1413,471
969,1414,472
971,1415,472
970,1416,472
973,1417,473
999,1418,473
982,1419,473
104,1420,474
946,1421,474
103,1422,474
944,1423,475
993,1424,475
94,1425,475
106,1426,476
953,1427,476
105,1428,476
964,1429,477
965,1430,477
963,1431,477
942,1432,478
964,1433,478
963,1434,478
977,1435,479
979,1436,479
978,1437,479
89,1438,480
952,1439,480
90,1440,480
102,1441,481
1011,1442,481
103,1443,481
966,1444,482
1012,1445,482
963,1446,482
102,1447,483
954,1448,483
101,1449,483
964,1450,484
976,1451,484
967,1452,484
964,1453,485
967,1454,485
965,1455,485
944,1456,486
1010,1457,486
993,1458,486
976,1459,487
1007,1460,487
977,1461,487
953,1462,488
1014,1463,488
105,1464,488
976,1465,489
977,1466,489
967,1467,489
103,1468,490
1011,1469,490
940,1470,490
105,1471,491
1014,1472,491
104,1473,491
977,1474,492
980,1475,492
979,1476,492
946,1477,493
1013,1478,493
103,1479,493
103,1480,494
1013,1481,494
102,1482,494
941,1483,495
1009,1484,495
992,1485,495
941,1486,496
992,1487,496
118,1488,496
981,1489,497
1012,1490,497
970,1491,497
998,1492,498
1037,1493,498
987,1494,498
961,1495,499
1045,1496,499
983,1497,499
978,1498,500
1027,1499,500
967,1500,500
104,1501,501
1014,1502,501
946,1503,501
970,1504,502
1012,1505,502
966,1506,502
29,1507,503
1040,1508,503
988,1509,503
33,1510,504
1053,1511,504
34,1512,504
965,1513,505
1027,1514,505
968,1515,505
102,1516,506
1013,1517,506
954,1518,506
84,1519,507
1024,1520,507
959,1521,507
974,1522,508
1015,1523,508
971,1524,508
973,1525,509
1015,1526,509
999,1527,509
988,1528,510
1040,1529,510
1024,1530,510
109,1531,511
1018,1532,511
110,1533,511
98,1534,512
1017,1535,512
99,1536,512
1004,1537,513
1044,1538,513
954,1539,513
952,1540,514
1046,1541,514
1005,1542,514
96,1543,515
1017,1544,515
97,1545,515
111,1546,516
1018,1547,516
112,1548,516
1011,1549,517
1036,1550,517
999,1551,517
947,1552,518
1019,1553,518
995,1554,518
107,1555,519
1025,1556,519
106,1557,519
940,1558,520
1030,1559,520
104,1560,520
105,1561,521
1030,1562,521
943,1563,521
1012,1564,522
1038,1565,522
962,1566,522
1023,1567,523
1053,1568,523
33,1569,523
100,1570,524
1033,1571,524
101,1572,524
994,1573,525
1031,1574,525
955,1575,525
956,1576,526
1032,1577,526
108,1578,526
110,1579,527
1018,1580,527
111,1581,527
97,1582,528
1017,1583,528
98,1584,528
971,1585,529
1015,1586,529
973,1587,529
947,1588,530
1035,1589,530
1019,1590,530
982,1591,531
1022,1592,531
1010,1593,531
940,1594,532
1049,1595,532
1030,1596,532
6,1597,533
1047,1598,533
89,1599,533
117,1600,534
1055,1601,534
941,1602,534
972,1603,535
1037,1604,535
998,1605,535
88,1606,536
1047,1607,536
6,1608,536
968,1609,537
1037,1610,537
969,1611,537
1002,1612,538
1051,1613,538
943,1614,538
1035,1615,539
1061,1616,539
1009,1617,539
106,1618,540
1025,1619,540
953,1620,540
992,1621,541
1039,1622,541
119,1623,541
959,1624,542
1026,1625,542
960,1626,542
1005,1627,543
1046,1628,543
976,1629,543
108,1630,544
1054,1631,544
107,1632,544
980,1633,545
1020,1634,545
1019,1635,545
79,1636,546
1028,1637,546
80,1638,546
104,1639,547
1030,1640,547
105,1641,547
1022,1642,548
1036,1643,548
949,1644,548
109,1645,549
1032,1646,549
1018,1647,549
990,1648,550
1056,1649,550
986,1650,550
107,1651,551
1051,1652,551
956,1653,551
1028,1654,552
1044,1655,552
1004,1656,552
943,1657,553
1051,1658,553
106,1659,553
1030,1660,554
1049,1661,554
1001,1662,554
952,1663,555
1047,1664,555
1006,1665,555
983,1666,556
1045,1667,556
1025,1668,556
1023,1669,557
1054,1670,557
108,1671,557
967,1672,558
1027,1673,558
965,1674,558
941,1675,559
